Text,X,1: Assay1: 0.2uM,X,2: Assay1: 0.1uM,X,3: Assay1: neg,X,4: Assay2: 0.2uM,X,5: Assay2: 0.1uM,X,6: Assay2: neg,X,7: Assay3: 0.2uM,X,8: Assay3: 0.1uM,X,9: Assay3: neg
60.08,60.08,37.83779526,60.85,28.35126305,60.78,19.41252708,60.76,35.97314453,60.79,24.04974365,60.87,11.75402451,60.92,41.13222122,60.96,23.68810654,60.95,8.528266907
60.96,60.96,38.78232956,60.96,28.99214172,60.98,19.5788517,61.02,36.59571075,61.03,24.56092072,61.06,11.79980183,61.07,42.23239517,61.1,24.42816734,61.12,8.560311317
61.32,61.32,38.76859665,61.4,28.85481071,61.44,19.41405296,61.48,36.43396759,61.52,24.44190216,61.54,11.70061779,61.54,42.00045776,61.57,24.37628746,61.61,8.392461777
61.85,61.85,38.18875504,61.86,28.49469757,61.9,19.026474,61.96,35.92126465,61.98,24.10925484,61.98,11.54497623,62,41.58846283,62.03,24.06653023,62.06,8.137636185
62.28,62.28,37.51125336,62.38,27.96063232,62.42,18.74876022,62.45,35.28038406,62.49,23.6392765,62.53,11.28252125,62.54,40.58136749,62.57,23.7048912,62.6,7.920958042
62.84,62.84,36.70252609,62.97,27.31822777,63.02,18.20859146,63.07,34.45487213,63.11,23.09758186,63.13,10.94682217,63.15,39.85503769,63.2,23.14030647,63.25,7.646296024
63.47,63.47,35.7717247,63.6,26.62394142,63.62,17.76150131,63.65,33.64309311,63.69,22.5421524,63.74,10.6431675,63.77,38.68009567,63.8,22.53910065,63.82,7.382314682
64.05,64.05,34.90196228,64.23,25.9204998,64.24,17.39223289,64.25,32.88014221,64.26,22.00350952,64.31,10.38529015,64.33,37.93240356,64.39,21.97299194,64.43,7.153429508
64.63,64.63,34.11306763,64.8,25.33913231,64.82,16.98176575,64.85,32.04241943,64.89,21.45571136,64.93,10.18844891,64.96,36.90089417,65.01,21.52742767,65.04,6.923018456
65.31,65.31,33.12275696,65.47,24.58075905,65.5,16.45380402,65.54,31.20622635,65.58,20.82246208,65.62,9.852750778,65.64,35.94110107,65.69,20.83924675,65.72,6.659037113
65.95,65.95,32.30029678,66.13,23.92614555,66.14,16.03570557,66.16,30.34256554,66.19,20.29297256,66.22,9.64827919,66.27,35.07743835,66.31,20.25177383,66.36,6.433203697
66.65,66.65,31.38628197,66.8,23.25017166,66.85,15.60082436,66.88,29.43770599,66.92,19.63378334,66.97,9.318684578,66.99,34.11611938,67.02,19.56969643,67.05,6.202792168
67.29,67.29,30.50431061,67.47,22.55893707,67.51,15.18577862,67.55,28.61982155,67.6,19.04173279,67.64,8.998245239,67.67,32.98390198,67.72,18.98680115,67.75,5.96475172
67.98,67.98,29.60708046,68.19,21.8524456,68.21,14.68223095,68.25,27.76379013,68.3,18.46341705,68.34,8.784619331,68.36,32.07904053,68.39,18.44510651,68.4,5.770962238
68.61,68.61,28.85023308,68.83,21.27260208,68.85,14.3007555,68.88,27.01914978,68.91,17.94155884,68.95,8.609140396,68.98,31.27641678,69.02,17.93087578,69.05,5.589379787
69.33,69.33,27.99572754,69.52,20.65003395,69.56,13.92233181,69.58,26.20126724,69.6,17.41206932,69.64,8.29938221,69.67,30.32883263,69.72,17.27016068,69.76,5.369649887
69.98,69.98,27.20073318,70.21,20.04272461,70.23,13.52101898,70.25,25.4489975,70.26,16.91157341,70.31,8.1437397,70.33,29.38429832,70.38,16.73609543,70.43,5.192645073
70.7,70.7,26.37979698,70.9,19.44915009,70.91,13.11665535,70.92,24.73334885,70.94,16.39124107,70.98,7.884336472,71.01,28.57557106,71.07,16.1715107,71.12,5.015640736
71.37,71.37,25.6961937,71.51,18.93491936,71.54,12.80384541,71.59,24.03753662,71.64,15.92126369,71.67,7.716487408,71.68,27.73327255,71.7,15.61303139,71.72,4.861524582
72.09,72.09,24.92103386,72.2,18.3291378,72.24,12.37964439,72.31,23.283741,72.35,15.38719749,72.38,7.423514366,72.38,26.64682961,72.39,15.0347147,72.41,4.699778557
72.73,72.73,24.21912003,72.9,17.79964828,72.94,12.01953125,72.99,22.60318947,73.05,14.90806484,73.09,7.258716583,73.11,25.62905312,73.14,14.35263634,73.18,4.52277422
73.46,73.46,23.39360619,73.66,17.18318367,73.68,11.6456852,73.69,21.92263603,73.71,14.49912262,73.74,7.057297707,73.77,24.72114182,73.82,13.78957844,73.87,4.373235703
74.09,74.09,22.78324509,74.32,16.69642258,74.36,11.31151295,74.39,21.26039505,74.41,14.02151489,74.45,6.955062389,74.48,23.9597168,74.51,13.35011864,74.53,4.237430573
74.78,74.78,22.14236641,74.96,16.25238419,75.01,11.03379917,75.04,20.67139626,75.04,13.63088417,75.06,6.723124981,75.09,23.32799339,75.13,12.9274435,75.17,4.074158669
75.37,75.37,21.53047943,75.6,15.82970905,75.63,10.71946335,75.65,20.01983643,75.68,13.23567581,75.71,6.572060585,75.73,22.60166359,75.76,12.59784889,75.8,3.961242199
76.1,76.1,20.90638542,76.31,15.31548023,76.36,10.35782433,76.4,19.39574242,76.42,12.7824831,76.44,6.442358971,76.45,21.90585136,76.47,12.20416546,76.51,3.834592104
76.78,76.78,20.28381729,77,14.85618401,77.04,10.01296997,77.07,18.7869072,77.1,12.37811852,77.14,6.259250641,77.16,21.15968513,77.19,11.77386093,77.22,3.714046001
77.5,77.5,19.63073158,77.67,14.3984127,77.73,9.608606339,77.77,18.16281319,77.83,11.96765041,77.87,6.095979214,77.89,20.36774254,77.94,11.3221941,77.98,3.58281827
78.18,78.18,19.03257751,78.37,13.95284939,78.4,9.175250053,78.43,17.62722206,78.46,11.59990883,78.49,5.967803478,78.53,19.57732582,78.59,10.89646721,78.62,3.477531195
78.87,78.87,18.39169884,79.04,13.52254486,79.07,8.709849358,79.11,17.05805969,79.16,11.22911453,79.22,5.798428535,79.25,18.8738842,79.28,10.45242977,79.3,3.36156249
79.55,79.55,17.74319077,79.74,13.03578281,79.8,8.039978981,79.84,16.46906281,79.89,10.82474995,79.93,5.641260624,79.95,18.06820869,79.98,10.03891087,80,3.265430689
80.23,80.23,17.13130379,80.44,12.59021854,80.48,7.260242462,80.51,15.97619629,80.55,10.4905777,80.56,5.50087738,80.56,17.44106293,80.59,9.57351017,80.62,3.172350645
80.88,80.88,16.48889923,81.11,12.14160347,81.14,6.379796982,81.17,15.40856075,81.2,10.13199043,81.25,5.313191414,81.29,16.36987877,81.33,8.923476219,81.36,3.073167086
81.63,81.63,15.82970905,81.78,11.6929884,81.85,5.268940449,81.9,14.73563766,81.92,9.697108269,81.94,5.217059612,81.92,14.95078945,81.95,8.242923737,81.98,2.987716436
82.23,82.23,15.31548023,82.43,11.35881615,82.46,4.383916855,82.49,13.96963501,82.53,9.176775932,82.56,5.102616787,82.59,13.32570362,82.64,7.402151585,82.67,2.902266026
82.96,82.96,14.81345844,83.12,10.99107361,83.17,3.585870028,83.21,12.40253258,83.23,8.104066849,83.26,4.979018688,83.27,10.88578606,83.3,6.230258465,83.33,2.827496767
83.61,83.61,14.31754017,83.8,10.65842724,83.82,3.147936106,83.85,9.456015587,83.87,6.074616432,83.92,4.847791195,83.94,7.373159409,84,4.25421524,84.02,2.75120163
84.27,84.27,13.87808037,84.45,10.32272816,84.49,2.905317783,84.51,5.392538548,84.54,3.752193451,84.61,4.737926483,84.64,3.370718002,84.69,2.601663351,84.73,2.673380613
84.95,84.95,13.4508276,85.13,9.982452393,85.16,2.764934778,85.21,4.066529274,85.27,3.334096193,85.32,4.618906021,85.33,2.847333431,85.36,2.467383862,85.37,2.607766867
85.65,85.65,12.93354702,85.81,9.610132217,85.87,2.676432371,85.91,3.848325253,85.93,3.228809118,85.97,4.513618469,85.99,2.73899436,86.04,2.401770115,86.08,2.532997608
86.34,86.34,12.13855171,86.55,9.008926392,86.58,2.60318923,86.61,3.720149517,86.66,3.132677078,86.71,4.377813339,86.74,2.650492191,86.77,2.342259884,86.78,2.476539135
87.04,87.04,10.23727798,87.21,7.594415188,87.23,2.540627241,87.26,3.620965958,87.31,3.070115089,87.34,4.298466682,87.37,2.58030057,87.41,2.293431044,87.44,2.413977146
87.71,87.71,6.439307213,87.89,4.745555878,87.93,2.478065252,87.96,3.511101007,88.01,2.995346069,88.05,4.213016033,88.08,2.494850159,88.11,2.233920813,88.13,2.351415157
88.38,88.38,4.237430573,88.53,3.709468126,88.57,2.426184416,88.61,3.416495085,88.66,2.917525053,88.71,4.069581032,88.73,2.438391685,88.77,2.183566093,88.81,2.294956923
89.07,89.07,3.974975109,89.26,3.578240633,89.28,2.37125206,89.31,3.317311287,89.33,2.845807552,89.36,3.981078863,89.38,2.369726181,89.43,2.134737253,89.46,2.241550207
89.7,89.7,3.854429007,89.91,3.477531195,89.94,2.316319466,89.97,3.216601849,90.01,2.77409029,90.06,3.950560808,90.08,2.316319466,90.12,2.084382296,90.13,2.189669609
90.39,90.39,3.758297205,90.56,3.399710178,90.59,2.270542383,90.63,3.14183259,90.67,2.710002184,90.73,3.830014467,90.75,2.264438868,90.8,2.047760725,90.82,2.137789011
91.07,91.07,3.657587528,91.26,3.311207771,91.29,2.220187664,91.31,3.067063332,91.32,2.653543949,91.34,3.793392897,91.36,2.221713543,91.39,2.011139154,91.41,2.096589565
91.62,91.62,3.58281827,91.83,3.247119904,91.85,2.189669609,91.88,2.999923706,91.92,2.597085476,91.97,3.706416368,92.01,2.169832945,92.05,1.971465588,92.06,2.052338362
92.36,92.36,3.489738226,92.51,3.167773008,92.54,2.143892527,92.59,2.923628569,92.63,2.540627241,92.67,3.653009892,92.69,2.121004105,92.74,1.93179214,92.81,1.998931885
93.05,93.05,3.401236057,93.2,3.097581387,93.24,2.096589565,93.28,2.856488943,93.32,2.482642889,93.37,3.524834156,93.39,2.079804659,93.46,1.893644571,93.5,1.959258437
93.69,93.69,3.311207771,93.93,3.024338245,93.98,2.053864241,94.01,2.783245564,94.04,2.423132658,94.07,3.492790222,94.07,2.04013133,94.07,1.864652514,94.09,1.915007234
94.38,94.38,3.231860876,94.61,2.949568987,94.64,2.020294428,94.68,2.719157696,94.71,2.372777939,94.73,3.413443089,94.75,1.997406006,94.79,1.824979067,94.82,1.878385544
95.12,95.12,3.100633144,95.77,2.833600283,95.89,1.94399941,95.97,2.600137234,96,2.273594379,96.02,3.256275177,96.05,1.925688505,96.08,1.762417078,96.09,1.811245918
